instance,min_fitness,max_fitness,mean,optimum
weing1,pso,124072,140412,136801.6,141278
weing2,pso,113039,130213,123208.1,130883
weing3,pso,82105,95677,91901.9,95677
weing4,pso,105291,115831,110248.2,119337
weing5,pso,83347,98796,95472.2,98796
weing7,pso,999586,1073467,1037387.5,1095445
weing6,pso,115803,130213,124327.5,130623
weing8,pso,489799,563758,519346.2,624319
