instance,min_fitness,max_fitness,mean,optimum
weing1,pso,122913,140527,136106.8,141278
weing2,pso,120985,130773,126596.3,130883
weing3,pso,91492,95677,94098.5,95677
weing4,pso,105667,115973,113281.4,119337
weing5,pso,85097,98796,95187.7,98796
weing7,pso,770470,847027,809987.3,1095445
weing6,pso,110820,130223,125132.4,130623
weing8,pso,533321,606095,569197.0,624319
